event_id,hex_id,timestamp,label,tier,coordinate_precision,village,event_type,event_severity
E007,8860064e4bfffff,2019-08-09T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E007,8860064e59fffff,2019-08-09T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E007,8860064e5dfffff,2019-08-09T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E008,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,critical
E008,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,critical
E008,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e45fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e47fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,8860064e4dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,critical
E008,88600640b1fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,88600640b3fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,8860064e59fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E008,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,critical
E009,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E009,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E009,8860064e41fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e43fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e45fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e47fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e49fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,8860064e4dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E009,88600640b1fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,88600640b3fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,88600640b5fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,88600640b7fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,8860064e4bfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,8860064e59fffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E009,8860064e5dfffff,2018-08-17T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E010,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E010,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E010,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e45fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e47fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,8860064e4dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E010,88600640b1fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,88600640b3fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,8860064e59fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E010,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E011,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E011,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E011,8860064e41fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e43fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e45fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e47fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e49fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,8860064e4dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E011,88600640b1fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,88600640b3fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,88600640b5fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,88600640b7fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,8860064e4bfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,8860064e59fffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E011,8860064e5dfffff,2021-10-16T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E012,88600640b5fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,88600640b7fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,8860064e41fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,8860064e43fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,8860064e49fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,8860064e4bfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,8860064e5dfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E012,88600640b5fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,88600640b7fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e41fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e43fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e49fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e4bfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e5dfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E012,8860064e41fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e43fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e45fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e47fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e49fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e4bfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,8860064e4dfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E012,88600640b1fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,88600640b3fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,88600640b5fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,88600640b7fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,8860064e4bfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,8860064e59fffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E012,8860064e5dfffff,2020-08-07T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E013,88600640b5fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,88600640b7fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,8860064e41fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,8860064e43fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,8860064e49fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,8860064e4bfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,8860064e5dfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E013,88600640b5fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,88600640b7fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e41fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e43fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e49fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e4bfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e5dfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E013,8860064e41fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e43fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e45fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e47fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e49fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e4bfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E013,8860064e4dfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
